Price,Min Nights,No of Reviews,Reviews Per Month,Calculated Host Listings,Availability,Neighbourhood Group Code,Room Type Code,Clusters,Cluster
114,30,9,0.14,1,0,1,2,0,rose
150,30,0,0.0,1,0,2,1,0,rose
31,30,1,0.02,1,0,3,2,0,rose
250,30,9,0.14,1,0,2,1,0,rose
210,30,2,0.03,1,0,1,1,0,rose
70,4,1,0.02,1,0,3,1,0,rose
150,30,0,0.0,1,0,1,1,0,rose
55,30,0,0.0,1,0,2,2,0,rose
70,2,2,0.03,1,0,2,1,0,rose
100,30,1,0.02,1,0,1,3,0,rose
360,5,0,0.0,1,0,2,1,0,rose
200,30,3,0.05,2,0,4,2,0,rose
89,2,252,3.95,1,140,4,1,0,rose
599,30,0,0.0,6,365,1,1,3,black
55,30,17,0.27,2,0,4,2,0,rose
175,30,9,0.14,1,0,1,1,0,rose
140,6,47,0.74,1,0,2,1,0,rose
142,2,101,1.6,1,295,2,1,3,black
80,30,3,0.05,1,0,2,2,0,rose
35,30,1,0.02,1,0,2,2,0,rose
350,30,1,0.02,2,0,1,1,0,rose
190,30,7,0.11,1,0,2,1,0,rose
60,30,1,0.02,1,0,1,2,0,rose
85,30,14,0.32,124,340,1,1,3,black
110,30,2,0.03,1,0,1,1,0,rose
115,30,1,0.02,1,0,1,1,0,rose
75,30,8,0.13,1,90,4,2,0,rose
95,2,170,2.73,1,190,3,1,3,black
290,30,5,0.1,1,0,1,1,0,rose
199,30,5,0.08,1,0,1,1,0,rose
80,30,1,0.02,1,0,1,2,0,rose
98,30,2,0.03,1,0,2,1,0,rose
170,30,3,0.05,2,0,1,1,0,rose
150,30,18,0.28,1,144,2,1,0,rose
50,30,6,0.12,1,190,2,2,3,black
75,30,2,0.03,1,0,1,2,0,rose
45,30,0,0.0,2,0,2,2,0,rose
346,1,146,2.33,1,111,1,1,0,rose
70,30,1,0.02,1,0,3,2,0,rose
40,32,19,0.34,3,93,3,2,0,rose
40,30,1,0.02,1,0,1,2,0,rose
106,3,10,0.16,2,0,2,2,0,rose
180,3,36,0.57,1,69,1,1,0,rose
45,30,0,0.0,1,0,2,2,0,rose
109,30,25,0.39,124,291,1,1,3,black
142,30,18,0.38,124,348,1,1,3,black
125,30,14,0.22,1,0,2,2,0,rose
150,30,2,0.03,1,0,1,2,0,rose
125,30,25,0.39,2,0,4,2,0,rose
175,2,1,0.03,1,0,2,1,0,rose
71,30,10,0.16,1,0,2,1,0,rose
35,10,0,0.0,3,0,2,2,0,rose
66,30,79,1.25,3,214,2,2,3,black
192,14,27,0.51,1,89,2,1,0,rose
25,30,1,0.02,1,0,2,2,0,rose
150,30,0,0.0,1,0,1,1,0,rose
100,30,0,0.0,1,0,1,1,0,rose
48,30,1,0.02,1,0,2,2,0,rose
39,4,82,1.3,2,0,2,2,0,rose
60,30,2,0.05,1,0,2,2,0,rose
106,2,13,0.25,1,345,5,1,3,black
50,30,0,0.0,1,0,2,2,0,rose
110,30,3,0.05,1,0,2,1,0,rose
45,30,3,0.05,1,0,2,2,0,rose
165,2,250,4.01,2,43,2,1,0,rose
85,1,207,3.28,2,362,3,2,3,black
126,30,3,0.05,1,0,2,1,0,rose
120,3,126,1.99,3,64,2,1,0,rose
119,30,3,0.05,3,0,1,1,0,rose
174,30,6,0.1,159,339,1,1,3,black
149,30,9,0.15,159,364,1,1,3,black
49,30,4,0.06,1,0,2,2,0,rose
50,30,4,0.06,1,0,4,2,0,rose
310,3,168,2.66,1,365,2,1,3,black
125,30,32,0.51,1,0,1,2,0,rose
42,30,25,0.43,4,364,3,2,3,black
66,30,14,0.22,2,180,5,2,3,black
50,30,0,0.0,1,0,3,2,0,rose
250,7,4,0.07,1,83,2,1,0,rose
300,30,0,0.0,1,0,4,2,0,rose
32,30,1,0.02,1,0,2,2,0,rose
81,3,145,2.29,4,70,2,2,0,rose
200,30,0,0.0,1,0,1,1,0,rose
71,98,1,0.02,1,0,3,1,0,rose
1000,30,0,0.0,1,0,1,2,2,purple
135,30,1,0.02,1,0,1,1,0,rose
45,30,11,0.17,1,0,2,2,0,rose
135,30,9,0.14,1,0,2,2,0,rose
121,5,101,1.64,1,62,2,1,0,rose
125,30,2,0.03,1,0,1,1,0,rose
96,1,511,8.13,1,0,2,2,0,rose
22,30,6,0.1,1,0,1,2,0,rose
134,3,80,1.27,1,233,2,1,3,black
65,30,52,0.82,1,0,1,1,0,rose
85,60,0,0.0,1,0,2,2,0,rose
34,59,0,0.0,1,0,2,2,0,rose
71,30,0,0.0,1,0,2,2,0,rose
70,30,3,0.05,2,0,2,2,0,rose
59,3,96,1.53,7,359,2,2,3,black
146,1,290,4.56,3,103,1,1,0,rose
79,1,157,2.47,3,0,1,2,0,rose
339,30,27,0.44,4,365,2,1,3,black
110,30,52,0.82,1,130,2,1,0,rose
124,30,1,0.02,6,147,1,1,0,rose
112,30,47,0.75,1,34,2,1,0,rose
99,30,1,0.02,1,0,1,2,0,rose
38,30,8,0.13,1,0,2,2,0,rose
149,3,118,1.87,1,52,3,1,0,rose
42,2,1,0.02,1,0,2,2,0,rose
110,30,5,0.08,1,0,1,1,0,rose
100,1,100,1.59,4,179,3,2,3,black
39,30,0,0.0,1,0,2,2,0,rose
414,1,116,1.89,1,339,2,1,3,black
56,30,91,1.44,2,113,1,2,0,rose
55,1,100,1.61,3,363,3,2,3,black
129,30,0,0.0,1,0,1,1,0,rose
62,30,2,0.03,1,0,1,2,0,rose
81,2,143,2.27,1,62,3,1,0,rose
139,30,40,0.65,1,0,2,1,0,rose
58,1,0,0.0,1,273,1,2,3,black
199,30,4,0.07,1,0,2,1,0,rose
50,30,1,0.02,1,0,1,2,0,rose
75,30,0,0.0,1,0,2,2,0,rose
43,30,3,0.1,6,364,2,2,3,black
250,30,117,1.94,1,0,1,1,0,rose
120,30,6,0.13,83,365,1,1,3,black
88,1,120,1.9,1,85,2,1,0,rose
38,30,1,0.02,2,0,1,2,0,rose
100,30,0,0.0,1,0,1,2,0,rose
160,30,2,0.03,1,0,3,1,0,rose
90,2,13,0.21,1,0,2,1,0,rose
90,30,7,0.11,1,0,1,2,0,rose
60,30,2,0.03,1,0,2,1,0,rose
204,30,0,0.0,1,0,1,1,0,rose
125,1,182,2.89,1,0,2,2,0,rose
29,30,7,0.11,1,0,2,2,0,rose
200,30,0,0.0,1,0,1,1,0,rose
149,2,184,3.06,1,285,2,1,3,black
169,3,86,1.37,1,0,2,1,0,rose
27,30,7,0.11,1,0,3,2,0,rose
35,30,2,0.04,1,0,2,2,0,rose
45,30,1,0.02,1,0,2,2,0,rose
250,30,5,0.16,1,334,2,1,3,black
50,30,2,0.03,1,0,2,1,0,rose
58,2,259,4.14,1,43,3,1,0,rose
110,30,3,0.05,1,0,3,1,0,rose
200,30,0,0.0,1,0,1,1,0,rose
99,2,97,1.55,2,37,1,2,0,rose
35,30,2,0.03,1,0,2,3,0,rose
29,30,0,0.0,1,0,2,2,0,rose
170,30,0,0.0,1,0,1,1,0,rose
142,1,9,0.14,1,0,2,1,0,rose
158,30,0,0.0,1,0,2,1,0,rose
50,30,10,0.16,1,0,2,2,0,rose
50,30,0,0.0,1,0,1,2,0,rose
65,30,0,0.0,1,0,2,1,0,rose
151,30,0,0.0,1,0,1,2,0,rose
150,30,1,0.02,1,0,1,1,0,rose
28,30,2,0.03,1,0,2,2,0,rose
78,30,0,0.0,1,0,1,2,0,rose
191,1,42,0.67,1,302,2,1,3,black
111,1,389,6.19,2,284,1,1,3,black
100,30,0,0.0,1,0,3,2,0,rose
60,30,2,0.03,2,0,2,2,0,rose
78,1,151,2.41,8,5,2,2,0,rose
139,30,151,2.4,8,204,2,1,3,black
330,30,10,0.16,1,0,1,1,0,rose
120,4,10,0.16,1,0,2,1,0,rose
69,3,81,1.3,7,364,2,2,3,black
57,30,0,0.0,1,0,2,2,0,rose
50,28,162,2.57,1,0,1,2,0,rose
80,60,1,0.02,1,0,1,1,0,rose
100,30,1,0.02,1,0,1,1,0,rose
190,30,2,0.03,1,0,1,1,0,rose
1600,30,16,0.26,1,179,1,1,2,purple
139,7,11,0.2,1,22,2,1,0,rose
130,30,12,0.21,1,365,2,2,3,black
99,2,146,2.42,1,12,2,1,0,rose
115,3,66,1.05,3,85,2,2,0,rose
101,1,0,0.0,1,364,2,2,3,black
265,30,0,0.0,2,112,2,1,0,rose
89,30,8,0.13,1,0,2,2,0,rose
144,3,80,1.47,1,79,2,1,0,rose
314,2,6,0.1,1,0,2,1,0,rose
423,2,166,2.7,1,304,1,1,3,black
159,30,35,0.58,1,241,3,1,3,black
50,30,0,0.0,1,0,2,2,0,rose
189,30,52,0.83,2,0,2,1,0,rose
114,30,20,0.32,2,365,2,2,3,black
79,2,157,2.52,2,42,3,2,0,rose
300,4,41,0.7,3,168,2,1,3,black
318,3,19,0.3,1,0,2,2,0,rose
84,2,132,2.15,2,50,3,2,0,rose
51,2,38,0.6,1,0,2,2,0,rose
51,30,0,0.0,1,0,2,2,0,rose
135,30,55,0.9,1,81,1,1,0,rose
39,30,1,0.02,1,0,1,2,0,rose
70,30,0,0.0,1,0,1,1,0,rose
81,30,52,0.88,1,0,2,1,0,rose
20,30,8,0.13,1,0,2,2,0,rose
200,30,12,0.2,1,0,2,1,0,rose
30,30,0,0.0,1,0,3,3,0,rose
129,3,31,0.5,1,0,1,2,0,rose
55,30,1,0.02,1,0,1,2,0,rose
125,30,2,0.03,1,0,1,2,0,rose
167,6,104,1.67,3,341,3,1,3,black
48,30,1,0.02,1,0,2,2,0,rose
145,5,145,2.3,1,224,2,1,3,black
80,30,10,0.16,1,0,2,1,0,rose
200,30,0,0.0,1,0,3,1,0,rose
110,30,13,0.22,1,0,2,1,0,rose
80,30,7,0.11,2,0,1,2,0,rose
25,30,1,0.02,1,0,2,2,0,rose
40,30,5,0.08,1,0,2,1,0,rose
53,30,16,0.25,1,0,1,2,0,rose
94,7,122,1.99,1,364,2,1,3,black
80,2,0,0.0,1,0,2,2,0,rose
55,30,0,0.0,1,0,2,2,0,rose
58,30,1,0.02,1,0,2,2,0,rose
100,30,20,0.34,1,43,2,1,0,rose
175,30,7,0.11,1,0,2,1,0,rose
127,1,40,0.97,2,301,3,1,3,black
35,30,0,0.0,1,0,2,2,0,rose
110,30,48,0.78,5,309,2,1,3,black
180,30,62,1.0,2,0,2,1,0,rose
143,5,120,2.47,1,25,1,1,0,rose
45,30,4,0.06,2,0,1,2,0,rose
55,30,146,2.35,1,1,2,2,0,rose
30,30,0,0.0,1,0,3,3,0,rose
68,4,81,1.35,1,0,2,2,0,rose
200,30,6,0.1,1,0,2,1,0,rose
450,30,0,0.0,1,0,1,1,0,rose
50,30,0,0.0,1,0,2,2,0,rose
70,1,10,0.16,2,0,2,2,0,rose
106,1,207,3.32,6,288,1,2,3,black
60,30,37,0.59,1,0,2,2,0,rose
58,30,24,0.41,1,0,2,2,0,rose
129,30,2,0.03,1,365,1,2,3,black
155,2,80,1.27,1,23,1,2,0,rose
161,2,259,4.28,1,107,2,1,0,rose
40,30,2,0.03,1,0,2,2,0,rose
50,30,0,0.0,1,0,2,2,0,rose
800,30,0,0.0,1,0,1,1,2,purple
170,30,0,0.0,1,0,1,1,0,rose
100,30,158,2.5,1,0,3,1,0,rose
120,60,0,0.0,1,0,1,2,0,rose
120,7,10,0.18,1,0,2,1,0,rose
188,1,766,12.48,5,360,1,4,3,black
175,30,87,1.43,1,92,2,1,0,rose
49,30,0,0.0,1,0,1,2,0,rose
34,4,43,0.72,2,0,2,2,0,rose
275,30,1,0.02,1,0,2,1,0,rose
110,1,301,4.82,6,257,1,2,3,black
93,1,196,3.14,6,207,1,2,3,black
68,1,219,3.82,3,172,2,2,0,rose
130,2,3,0.05,1,0,1,1,0,rose
50,30,0,0.0,1,0,1,2,0,rose
200,3,141,2.33,2,39,3,1,0,rose
90,30,64,1.05,2,60,1,1,0,rose
150,30,4,0.07,1,0,2,1,0,rose
120,4,11,0.18,1,5,1,1,0,rose
150,30,3,0.05,2,0,2,2,0,rose
59,30,6,0.1,1,0,2,2,0,rose
30,30,0,0.0,1,0,2,2,0,rose
150,60,6,0.1,3,0,1,1,0,rose
93,30,0,0.0,1,0,1,2,0,rose
108,88,13,0.21,1,268,2,1,3,black
10000,30,0,0.0,1,0,1,1,1,pink
95,2,20,0.32,1,131,3,2,0,rose
78,30,28,0.45,1,0,3,2,0,rose
129,30,14,0.27,1,0,1,2,0,rose
60,30,4,0.06,1,0,3,2,0,rose
135,2,10,0.16,2,0,1,1,0,rose
89,2,66,3.67,2,63,4,1,0,rose
200,1,11,1.55,1,339,3,1,3,black
114,1,23,0.37,2,256,2,1,3,black
150,30,0,0.0,1,0,2,1,0,rose
62,10,5,0.08,1,0,2,2,0,rose
300,30,0,0.0,1,0,2,1,0,rose
33,30,0,0.0,1,0,2,2,0,rose
85,30,1,0.02,2,0,1,1,0,rose
69,30,7,0.12,5,253,1,2,3,black
50,30,0,0.0,1,0,3,2,0,rose
165,3,90,1.47,1,252,2,1,3,black
25,30,2,0.03,1,0,1,2,0,rose
225,30,5,0.08,1,0,1,1,0,rose
301,4,15,2.94,1,33,2,1,0,rose
233,30,14,0.24,6,62,1,1,0,rose
150,30,0,0.0,1,0,1,1,0,rose
175,30,18,0.29,1,0,1,1,0,rose
115,30,4,0.07,1,0,1,1,0,rose
75,30,22,0.36,1,0,2,2,0,rose
125,1,11,0.18,2,140,1,2,0,rose
85,30,6,0.1,1,0,1,1,0,rose
75,30,1,0.02,1,0,1,1,0,rose
170,30,0,0.0,1,0,1,1,0,rose
55,30,7,0.12,1,0,2,2,0,rose
150,2,82,1.33,1,0,3,1,0,rose
63,2,116,1.89,1,90,1,2,0,rose
130,5,59,0.94,5,363,2,2,3,black
150,30,1,0.02,1,0,3,1,0,rose
28,30,2,0.03,3,0,2,2,0,rose
100,3,116,1.94,1,0,3,2,0,rose
159,30,2,0.03,1,0,1,1,0,rose
46,30,30,0.5,1,323,2,2,3,black
100,1,27,4.24,1,333,5,1,3,black
53,30,10,0.17,2,0,3,2,0,rose
131,30,0,0.0,159,296,1,1,3,black
180,6,66,1.07,3,51,1,1,0,rose
50,30,2,0.03,1,0,2,2,0,rose
99,30,0,0.0,1,0,2,1,0,rose
59,5,88,1.69,2,336,3,1,3,black
50,30,7,0.13,4,0,2,2,0,rose
35,30,8,0.15,3,338,2,2,3,black
368,1,393,6.37,1,144,1,1,3,black
75,30,0,0.0,1,0,1,2,0,rose
40,30,21,0.36,1,0,3,2,0,rose
20,30,5,0.09,1,0,2,2,0,rose
65,2,9,0.16,2,0,2,2,0,rose
95,30,0,0.0,1,0,2,1,0,rose
180,4,122,2.05,1,12,2,1,0,rose
180,30,0,0.0,1,0,1,1,0,rose
37,30,1,0.02,1,0,2,2,0,rose
73,30,61,1.06,3,11,2,2,0,rose
115,3,0,0.0,1,0,2,2,0,rose
50,30,16,0.27,1,0,2,2,0,rose
305,30,0,0.0,1,0,1,1,0,rose
148,5,140,2.25,1,255,2,1,3,black
249,5,84,1.51,1,81,3,1,0,rose
60,3,17,0.28,1,0,3,1,0,rose
160,5,47,0.77,2,358,4,2,3,black
60,30,0,0.0,1,0,2,2,0,rose
55,3,72,1.19,4,342,2,2,3,black
45,30,11,0.18,1,0,2,2,0,rose
60,30,0,0.0,4,0,4,2,0,rose
50,30,18,0.29,1,0,1,2,0,rose
144,2,195,3.17,1,16,2,1,0,rose
100,30,35,0.57,1,0,2,2,0,rose
75,30,24,0.39,1,290,2,2,3,black
40,30,1,0.02,4,0,4,2,0,rose
45,30,1,0.02,4,0,4,2,0,rose
79,30,16,0.3,1,0,2,2,0,rose
85,30,1,0.51,1,269,2,1,3,black
50,30,19,0.32,1,0,2,2,0,rose
125,5,0,0.0,1,0,2,1,0,rose
64,30,30,0.51,4,32,1,2,0,rose
40,30,3,0.05,1,0,1,2,0,rose
170,30,0,0.0,1,0,1,1,0,rose
49,1,225,3.69,6,0,4,2,0,rose
50,5,25,0.42,2,248,4,2,3,black
89,1,0,0.0,1,0,3,2,0,rose
112,1,370,6.26,6,358,3,2,3,black
45,30,10,0.16,1,0,1,2,0,rose
55,30,24,0.39,1,0,3,2,0,rose
298,30,13,0.23,1,363,1,1,3,black
175,30,3,0.05,3,180,1,1,3,black
45,30,3,0.05,1,0,1,2,0,rose
122,60,1,0.02,3,358,1,2,3,black
100,3,5,0.09,1,89,3,2,0,rose
109,28,0,0.0,28,298,1,2,3,black
149,2,205,3.31,7,53,3,1,0,rose
105,3,58,0.97,1,266,2,2,3,black
115,30,5,0.08,28,305,1,2,3,black
225,30,1,0.02,1,0,2,1,0,rose
70,30,0,0.0,1,0,2,2,0,rose
199,30,0,0.0,1,0,1,1,0,rose
40,30,0,0.0,1,0,2,2,0,rose
75,30,0,0.0,1,0,2,2,0,rose
95,30,48,0.78,1,0,2,1,0,rose
100,30,7,0.11,2,365,4,2,3,black
85,3,210,3.39,2,126,2,1,0,rose
53,30,38,0.62,2,90,4,2,0,rose
75,30,0,0.0,1,0,2,2,0,rose
99,30,4,0.07,1,0,1,1,0,rose
99,30,51,0.85,2,0,2,1,0,rose
41,30,0,0.0,1,0,2,2,0,rose
75,3,12,0.21,1,0,2,2,0,rose
140,30,5,0.08,1,0,2,1,0,rose
75,1,2,0.03,2,0,2,1,0,rose
66,30,5,0.08,1,0,4,2,0,rose
350,2,144,2.37,1,135,3,1,0,rose
100,3,17,0.28,1,0,3,1,0,rose
150,30,4,0.06,1,0,1,1,0,rose
200,2,9,0.15,1,0,2,1,0,rose
35,30,0,0.0,1,0,3,2,0,rose
52,90,0,0.0,1,0,1,2,0,rose
93,3,64,1.1,1,93,1,2,0,rose
150,30,11,0.18,1,88,2,2,0,rose
84,30,38,0.63,3,0,2,1,0,rose
158,3,44,2.52,1,55,2,1,0,rose
105,30,12,0.2,1,0,2,1,0,rose
114,1,121,2.33,1,20,1,2,0,rose
85,60,23,0.38,1,124,2,1,0,rose
155,2,3,0.05,1,0,3,1,0,rose
110,15,34,0.55,2,232,1,2,3,black
75,3,82,1.34,1,27,2,2,0,rose
60,30,8,0.13,1,0,2,1,0,rose
299,30,81,1.32,3,121,1,1,0,rose
120,30,0,0.0,1,0,1,2,0,rose
285,30,25,0.42,4,365,4,1,3,black
92,30,0,0.0,1,0,1,2,0,rose
190,30,17,0.27,1,0,1,1,0,rose
301,3,51,0.82,1,20,2,1,0,rose
72,4,3,0.05,1,0,1,2,0,rose
150,2,0,0.0,2,0,2,1,0,rose
176,3,0,0.0,3,0,3,1,0,rose
90,30,8,0.42,3,21,1,1,0,rose
250,30,0,0.0,1,0,1,1,0,rose
43,31,10,0.18,1,90,2,3,0,rose
70,30,0,0.0,1,0,2,1,0,rose
125,30,1,0.02,1,0,1,2,0,rose
82,2,182,3.0,5,266,2,1,3,black
100,30,41,0.66,1,0,1,1,0,rose
275,30,7,0.12,1,0,2,1,0,rose
75,30,3,0.05,1,0,1,1,0,rose
150,3,13,0.21,1,0,1,1,0,rose
175,30,27,0.44,1,0,1,1,0,rose
245,2,53,0.86,1,0,1,1,0,rose
44,30,0,0.0,1,0,3,1,0,rose
80,30,5,0.08,1,0,2,2,0,rose
925,4,25,0.41,1,107,1,1,2,purple
114,14,6,0.11,1,26,1,2,0,rose
320,30,0,0.0,1,0,2,1,0,rose
113,30,6,0.55,1,309,2,1,3,black
73,30,14,0.24,1,15,2,1,0,rose
1250,1,1,0.02,1,0,3,3,2,purple
35,30,5,0.08,6,181,3,2,3,black
110,30,1,0.02,1,0,1,2,0,rose
70,30,5,0.08,1,0,2,2,0,rose
236,7,48,0.79,1,41,1,1,0,rose
120,30,6,0.1,1,0,1,1,0,rose
125,30,61,0.98,1,0,2,2,0,rose
79,30,0,0.0,3,0,1,2,0,rose
70,30,0,0.0,3,0,1,2,0,rose
35,30,0,0.0,1,0,3,2,0,rose
135,31,20,0.33,1,243,1,1,3,black
125,30,12,0.2,1,0,2,1,0,rose
60,133,12,0.2,2,0,2,1,0,rose
45,30,2,0.03,1,0,2,2,0,rose
66,30,100,1.64,1,23,4,1,0,rose
75,30,2,0.04,1,0,1,1,0,rose
200,3,77,1.27,1,356,1,2,3,black
80,30,3,0.05,1,0,3,2,0,rose
118,3,7,0.76,1,179,4,1,3,black
74,14,3,0.05,1,0,3,1,0,rose
115,3,139,2.26,1,123,1,1,0,rose
26,30,0,0.0,1,0,2,2,0,rose
150,30,51,0.85,1,0,5,1,0,rose
129,3,145,2.44,1,149,3,1,0,rose
59,1,79,1.31,8,85,2,2,0,rose
235,30,3,0.05,2,364,1,1,3,black
80,30,0,0.0,1,0,3,2,0,rose
43,31,4,0.08,2,85,1,2,0,rose
50,1,0,0.0,1,0,2,2,0,rose
61,3,21,0.47,2,0,2,2,0,rose
140,30,55,0.93,1,279,1,1,3,black
90,30,2,0.03,1,0,2,1,0,rose
65,30,0,0.0,1,0,2,2,0,rose
485,4,17,0.29,1,41,1,1,0,rose
85,2,78,1.27,1,308,5,1,3,black
53,1,96,1.56,2,185,4,2,3,black
165,30,17,0.29,3,249,1,1,3,black
150,7,11,0.19,1,6,2,1,0,rose
40,30,1,0.02,1,0,2,2,0,rose
35,1,17,0.28,4,0,2,2,0,rose
250,8,9,0.15,1,0,2,1,0,rose
65,1,0,0.0,1,365,4,2,3,black
101,3,134,2.17,1,233,2,1,3,black
150,30,6,0.11,1,122,3,1,0,rose
189,30,37,0.61,1,177,2,1,3,black
500,30,0,0.0,1,0,1,1,0,rose
95,30,57,0.94,1,365,1,1,3,black
199,3,47,0.78,2,0,1,2,0,rose
230,2,16,1.34,1,110,2,1,0,rose
170,4,111,1.84,1,186,2,1,3,black
1500,1,1,0.02,3,177,2,1,2,purple
120,2,16,0.26,1,0,1,1,0,rose
2000,1,0,0.0,3,177,2,1,2,purple
2500,1,0,0.0,3,177,2,1,2,purple
45,30,2,0.1,28,339,2,2,3,black
55,30,6,0.1,28,124,2,2,0,rose
135,3,124,2.04,1,0,2,1,0,rose
29,1,20,2.14,2,0,3,2,0,rose
45,30,1,0.02,1,0,3,2,0,rose
116,30,15,0.25,1,0,1,1,0,rose
40,30,1,0.02,1,0,2,2,0,rose
99,30,5,0.08,2,0,1,2,0,rose
175,30,0,0.0,1,0,2,1,0,rose
130,6,52,0.85,1,23,2,1,0,rose
80,30,0,0.0,1,0,2,2,0,rose
115,2,44,0.74,1,0,1,1,0,rose
353,5,41,0.69,12,53,1,1,0,rose
230,3,25,0.59,1,245,1,2,3,black
55,30,2,0.03,1,0,2,2,0,rose
60,30,1,0.02,1,0,2,2,0,rose
125,30,6,0.1,1,0,1,2,0,rose
69,4,105,1.73,2,0,1,2,0,rose
28,30,1,0.02,1,0,2,2,0,rose
119,30,40,0.68,5,299,2,1,3,black
50,30,4,0.07,1,0,2,2,0,rose
75,30,2,0.03,1,0,2,1,0,rose
80,30,2,0.04,1,170,1,2,0,rose
45,30,0,0.0,1,0,2,2,0,rose
100,2,129,2.13,2,137,2,2,0,rose
42,30,0,0.0,1,0,2,2,0,rose
66,30,8,0.13,1,0,1,1,0,rose
300,6,4,0.07,1,0,2,1,0,rose
79,1,55,3.22,1,310,2,1,3,black
50,30,0,0.0,1,0,1,2,0,rose
538,31,0,0.0,526,0,1,1,0,rose
110,30,9,0.16,5,275,3,1,3,black
150,30,11,0.19,1,249,2,1,3,black
275,3,22,0.41,1,16,2,1,0,rose
50,30,0,0.0,1,0,2,2,0,rose
141,2,376,6.1,1,69,2,1,0,rose
157,30,4,0.07,5,87,1,1,0,rose
102,30,189,3.08,3,59,2,1,0,rose
273,30,3,0.06,6,153,1,1,0,rose
116,1,280,4.54,2,168,2,2,0,rose
50,30,51,0.84,2,150,2,2,0,rose
258,30,2,0.04,1,0,2,1,0,rose
50,30,0,0.0,1,0,2,2,0,rose
68,30,11,0.18,1,0,1,1,0,rose
250,2,56,0.93,1,0,2,1,0,rose
80,1,5,0.08,19,340,2,2,3,black
90,3,15,0.25,1,0,1,1,0,rose
120,1,7,0.12,19,365,2,2,3,black
100,90,0,0.0,1,0,2,1,0,rose
219,3,144,2.34,1,176,3,1,3,black
452,3,159,2.64,5,175,1,1,3,black
70,30,1,0.02,1,0,2,1,0,rose
61,30,13,0.21,1,0,2,2,0,rose
160,2,37,0.63,1,179,2,1,3,black
180,3,0,0.0,1,157,1,2,0,rose
75,30,1,0.02,2,0,3,2,0,rose
70,30,28,0.46,1,0,3,2,0,rose
83,30,12,0.2,2,0,3,2,0,rose
200,3,285,4.87,2,182,1,1,3,black
176,3,158,2.6,3,211,3,1,3,black
150,30,29,0.48,1,0,1,1,0,rose
60,2,1,0.02,2,0,3,2,0,rose
108,30,65,1.07,1,0,2,1,0,rose
138,30,4,0.07,5,87,1,1,0,rose
75,30,67,1.1,1,0,2,2,0,rose
154,1,173,2.88,1,49,3,1,0,rose
89,1,284,4.66,1,29,2,2,0,rose
99,30,0,0.0,1,218,2,2,3,black
275,5,6,0.1,2,0,1,1,0,rose
90,30,3,0.08,1,0,2,1,0,rose
121,3,7,3.09,2,292,5,1,3,black
150,30,10,0.17,16,0,1,1,0,rose
75,30,164,2.69,5,54,2,2,0,rose
120,30,10,0.17,2,0,2,1,0,rose
250,30,19,0.31,2,179,2,1,3,black
120,5,73,1.38,3,112,2,2,0,rose
175,3,30,0.51,3,177,1,2,3,black
93,5,3,0.56,1,0,2,2,0,rose
175,30,24,0.39,1,0,1,1,0,rose
60,30,9,0.15,1,0,2,1,0,rose
100,30,0,0.0,1,0,1,1,0,rose
78,2,1,0.1,2,70,3,2,0,rose
110,2,175,2.89,1,356,4,1,3,black
144,30,61,1.0,2,4,1,1,0,rose
80,1,107,1.76,6,37,3,2,0,rose
40,30,0,0.0,1,0,5,1,0,rose
125,5,126,2.08,2,361,5,1,3,black
122,2,61,1.02,1,57,2,1,0,rose
45,30,4,0.07,1,0,2,2,0,rose
88,30,39,0.64,1,0,2,1,0,rose
50,30,40,0.68,2,63,2,2,0,rose
168,3,4,0.07,2,113,1,1,0,rose
111,3,5,0.08,4,365,2,2,3,black
45,4,115,1.87,3,17,4,2,0,rose
20,30,8,0.13,1,0,2,3,0,rose
55,30,17,0.28,1,0,2,2,0,rose
300,3,112,1.92,1,147,1,1,0,rose
70,7,24,0.4,1,122,4,2,0,rose
39,30,63,1.02,1,0,3,3,0,rose
250,30,0,0.0,1,0,1,1,0,rose
65,30,0,0.0,1,0,2,1,0,rose
125,30,17,0.29,8,296,2,2,3,black
75,2,54,0.9,4,176,4,2,3,black
130,30,17,0.28,1,0,1,1,0,rose
42,30,7,0.12,3,89,2,2,0,rose
55,30,1,0.02,1,0,2,2,0,rose
150,30,0,0.0,1,0,2,1,0,rose
157,6,12,0.2,1,99,2,1,0,rose
80,5,3,0.05,2,33,3,2,0,rose
250,30,2,0.03,1,0,1,1,0,rose
150,30,53,0.88,1,0,2,1,0,rose
180,30,0,0.0,1,0,1,1,0,rose
114,2,104,1.72,1,187,3,1,3,black
73,30,42,0.71,1,0,3,2,0,rose
25,30,0,0.0,1,0,2,2,0,rose
180,30,97,1.65,1,287,1,1,3,black
220,30,3,0.05,1,0,2,1,0,rose
130,1,113,1.87,4,275,2,2,3,black
443,30,2,0.03,1,0,1,1,0,rose
70,30,0,0.0,1,0,2,2,0,rose
149,2,134,2.2,1,165,1,2,0,rose
155,30,0,0.0,2,179,3,1,3,black
230,3,32,0.55,5,6,1,1,0,rose
150,30,7,0.12,28,310,2,1,3,black
175,3,216,3.61,1,290,2,1,3,black
49,1,25,0.62,3,80,2,2,0,rose
30,30,0,0.0,1,0,2,1,0,rose
100,30,1,0.02,1,0,2,1,0,rose
200,30,0,0.0,1,0,1,1,0,rose
156,3,122,2.07,2,93,1,2,0,rose
114,5,29,0.48,1,21,2,1,0,rose
